1000 56725
500 37 7
722 119 10
716 589 9
384 448 4
961 154 1
863 928 4
541 209 6
95 43 8
318 208 7
935 232 9
523 624 8
805 457 8
433 998 9
725 836 10
735 636 10
290 613 4
428 317 9
137 994 7
471 847 3
522 363 10
413 690 1
927 40 9
374 909 8
953 81 5
334 814 6
615 25 2
599 142 3
444 318 7
183 124 7
620 810 7
203 200 6
686 364 9
246 675 2
35 516 4
630 504 2
294 537 9
238 686 2
719 242 9
269 898 6
584 983 4
181 74 10
824 432 3
907 344 10
205 447 7
852 111 3
604 537 3
374 63 6
609 318 6
120 981 8
86 832 4
626 171 5
296 245 6
966 237 9
740 46 6
639 16 5
307 613 2
440 475 3
482 619 10
88 556 4
206 149 9
202 332 9
11 589 9
291 896 5
49 778 6
343 593 10
917 384 10
95 572 3
967 167 5
578 740 1
114 130 6
914 652 10
877 86 7
534 571 1
773 901 10
856 552 9
469 331 9
207 594 8
625 298 1
621 345 9
79 377 5
610 289 7
17 254 8
911 66 3
243 404 8
504 724 7
19 396 6
70 590 4
809 569 9
740 104 8
140 862 1
566 776 1
635 490 5
84 987 6
869 752 5
880 168 2
1000 622 10
515 93 2
309 610 1
963 268 2
137 40 10
482 142 3
410 26 9
919 106 8
223 284 2
206 886 1
341 271 6
865 707 4
54 432 3
257 491 8
81 713 7
410 910 1
322 704 9
915 599 10
680 933 6
154 670 5
866 847 8
149 418 4
460 90 6
957 721 3
426 727 8
637 450 9
837 512 7
516 611 10
222 498 2
380 547 9
291 718 4
60 39 3
653 657 8
623 58 5
851 764 7
360 352 6
748 102 2
697 534 1
157 194 6
522 695 10
224 972 7
567 311 5
232 243 2
25 249 4
215 166 6
548 911 1
680 329 4
11 24 3
610 169 1
452 504 3
994 420 5
538 130 5
127 459 1
615 594 3
998 347 5
403 380 4
662 634 9
147 231 1
694 455 6
724 473 3
375 562 1
441 140 9
516 845 1
79 315 6
770 949 6
279 471 10
169 122 8
154 590 5
964 977 4
46 111 10
601 724 2
71 415 4
33 541 5
440 244 5
923 622 10
429 727 4
201 229 3
21 1000 6
113 695 1
138 553 10
267 306 3
963 463 6
92 247 9
753 70 9
793 281 6
728 437 10
361 424 6
503 733 10
308 381 6
251 713 5
298 210 3
852 819 2
541 514 7
142 59 5
587 75 8
191 565 3
846 311 1
722 662 10
295 824 7
732 868 9
883 78 7
828 189 10
339 94 3
280 516 7
131 27 1
525 941 3
937 498 4
660 28 2
432 748 9
163 545 8
58 594 9
807 911 4
526 963 4
930 86 3
886 876 7
201 232 2
41 977 8
938 507 4
104 931 6
511 435 5
365 222 3
458 927 6
512 249 4
553 402 2
753 17 5
226 263 3
196 303 1
778 626 7
893 479 8
522 194 2
134 595 6
620 152 3
287 718 8
154 873 4
331 28 4
206 353 7
295 132 4
518 163 10
157 374 7
966 97 4
144 468 7
47 814 3
509 296 5
591 596 6
224 729 10
947 767 9
457 448 8
939 764 6
568 159 10
265 547 4
179 738 9
210 771 4
765 264 3
191 389 2
892 575 10
909 644 4
871 457 8
723 476 10
403 632 5
102 266 2
194 659 6
487 462 8
178 475 6
513 724 8
132 880 6
593 938 4
911 376 10
960 843 1
25 910 1
879 822 8
26 505 4
1 206 2
15 75 6
951 741 1
141 623 9
765 343 2
643 264 3
645 631 10
260 617 6
977 311 7
52 758 2
387 598 4
673 208 7
279 489 1
725 447 4
980 712 6
109 160 9
52 628 10
152 817 5
416 868 4
348 585 8
555 924 9
178 899 10
701 20 5
171 689 8
925 77 9
447 280 8
124 740 10
898 384 10
749 861 7
808 833 7
330 17 5
792 101 5
234 964 1
812 806 3
726 322 7
364 94 9
868 343 8
405 253 7
527 667 9
501 578 8
371 929 9
417 965 1
290 862 9
84 17 4
375 42 6
23 285 7
786 302 10
449 899 9
225 522 4
89 612 7
729 949 3
201 373 9
984 504 2
411 571 7
578 403 9
554 288 10
276 131 3
777 618 10
375 911 5
920 174 4
606 360 9
840 764 9
122 331 5
900 236 3
736 376 1
506 6 7
942 616 7
278 804 3
572 53 1
533 915 3
490 302 5
362 411 10
787 651 3
669 835 6
304 789 5
899 377 8
899 575 7
581 961 10
410 650 8
383 260 1
846 394 7
773 907 6
829 304 6
406 311 3
956 374 1
138 253 5
448 946 3
729 84 4
57 726 7
935 344 2
646 59 8
511 97 6
519 766 8
858 812 9
40 548 1
780 584 7
478 394 3
818 120 9
604 25 3
882 91 5
310 28 9
330 959 1
755 552 3
550 704 9
319 523 5
129 326 2
447 95 7
608 861 4
601 889 5
815 444 6
199 962 5
773 766 1
132 925 5
862 680 2
716 358 8
731 683 4
716 989 1
991 439 9
249 611 2
772 455 1
503 649 6
696 312 6
585 89 5
816 28 2
574 25 3
602 576 4
621 68 8
126 362 1
513 113 1
111 620 2
312 509 10
127 749 3
393 70 2
21 144 2
824 887 8
922 686 8
532 355 10
784 560 10
404 956 3
171 344 4
771 601 1
768 397 2
759 806 10
251 638 1
631 422 7
633 834 10
291 490 6
470 923 1
725 876 3
686 185 6
390 358 5
445 798 3
481 83 2
129 521 2
993 277 3
173 936 1
540 546 4
23 396 4
901 341 8
56 654 8
334 943 9
1 503 9
414 576 10
360 712 2
239 973 2
515 30 10
400 473 2
947 893 9
756 973 5
346 889 5
181 63 1
640 578 3
631 691 7
69 39 6
211 770 4
438 718 7
54 529 5
27 316 5
509 718 4
843 102 6
306 741 6
690 463 2
783 873 2
884 847 10
720 799 3
861 793 2
419 654 2
105 463 10
996 81 3
389 414 2
242 937 6
975 303 8
354 982 5
501 653 10
720 671 9
117 471 3
766 943 3
960 741 9
980 379 2
986 177 2
228 882 7
847 691 9
468 464 8
844 436 8
786 422 10
319 633 1
71 928 5
996 678 3
805 898 10
868 860 3
257 848 1
242 912 3
722 740 5
250 953 5
148 135 2
506 777 2
781 731 6
596 943 2
918 793 4
95 274 3
295 860 6
336 411 10
481 5 1
251 710 2
492 857 4
631 89 2
258 404 5
295 799 6
145 226 8
371 177 1
202 221 9
910 87 10
860 257 9
1 537 2
956 473 3
242 257 3
623 497 3
514 985 6
749 647 7
250 967 2
600 525 1
22 95 1
778 35 1
602 757 4
228 278 8
673 215 1
849 665 6
366 77 3
681 564 6
476 170 5
589 435 2
351 331 8
835 994 6
365 752 5
780 25 4
114 556 6
132 36 1
151 184 4
926 157 7
817 909 1
758 715 5
539 205 8
243 773 9
678 367 9
441 614 2
446 470 5
705 624 1
933 1 1
228 308 8
20 249 9
237 182 3
710 343 4
88 898 4
746 596 3
753 899 1
809 619 1
200 780 2
964 63 8
241 347 5
448 898 2
241 765 9
565 882 4
897 372 10
374 562 5
341 957 5
355 514 6
225 695 7
556 931 10
782 553 2
446 314 5
541 129 4
458 213 6
435 746 7
976 409 7
349 92 6
843 970 2
466 893 10
464 336 5
680 560 7
511 611 6
180 796 2
393 893 8
507 521 9
106 691 2
389 507 6
127 271 4
913 748 5
295 80 4
784 925 2
657 245 7
381 215 6
722 229 5
906 326 2
64 398 5
91 560 5
688 656 1
921 195 10
840 675 6
817 956 5
369 180 10
870 837 9
44 318 5
442 429 7
416 850 5
219 603 3
906 527 4
603 470 1
605 581 6
761 440 7
844 57 1
673 488 7
850 176 5
349 662 3
166 911 4
292 469 7
504 713 3
627 433 7
815 769 10
711 581 6
58 793 6
441 566 9
413 372 1
702 730 9
399 213 2
345 852 5
545 944 3
209 273 5
885 140 4
745 804 5
776 555 2
72 56 3
140 133 4
95 596 9
304 14 4
295 735 9
999 613 3
880 813 8
709 508 7
103 40 10
79 125 7
245 319 6
394 943 1
863 618 4
885 324 5
591 92 1
14 228 10
570 520 9
55 784 9
574 792 3
91 793 2
886 900 7
365 304 9
663 364 7
807 951 10
63 455 10
196 663 8
273 27 3
467 2 7
822 310 2
867 495 1
647 512 10
694 367 2
876 845 3
311 122 2
789 731 10
208 323 2
955 446 9
823 706 5
315 443 4
43 909 2
636 246 6
452 921 3
734 968 9
377 507 2
746 772 4
940 398 1
513 292 5
836 548 3
802 435 8
724 920 4
610 932 2
849 685 1
783 293 4
23 528 3
840 857 3
620 891 8
851 382 5
254 531 8
634 604 9
885 7 1
823 631 5
571 431 8
603 678 5
981 288 5
963 181 2
966 16 10
112 33 1
540 732 7
304 475 8
90 818 1
202 557 1
753 795 3
623 789 4
917 233 3
977 416 1
116 161 7
729 882 4
503 394 1
991 670 8
492 618 5
701 21 4
532 681 1
251 70 10
16 273 6
435 184 1
604 48 1
606 924 3
952 247 3
443 903 3
502 763 1
691 902 2
493 9 2
215 331 7
5 219 2
726 379 8
617 228 8
738 657 5
74 606 5
772 210 1
513 388 3
100 186 9
807 849 2
765 46 7
193 369 6
203 752 7
613 533 7
312 913 8
718 687 3
106 836 7
144 240 8
940 15 6
827 600 4
2 632 4
41 949 3
54 185 10
374 229 3
213 994 7
888 648 7
662 259 8
671 359 1
208 227 5
821 260 4
497 712 8
428 916 10
27 178 2
902 267 7
445 255 1
911 121 1
84 53 4
299 774 9
964 1000 7
801 390 5
573 192 10
850 613 2
805 810 1
992 615 3
82 140 4
207 797 8
380 753 6
536 667 1
185 239 6
907 814 9
984 818 10
716 934 3
242 566 8
973 180 6
422 354 10
883 42 6
664 258 3
61 713 4
913 654 4
237 662 5
229 729 2
91 741 2
170 329 1
956 502 8
548 478 9
696 427 4
231 159 4
481 221 7
801 27 1
784 254 6
952 324 10
10 652 5
473 475 6
602 955 1
1000 204 6
174 293 5
797 416 5
499 48 4
306 192 10
491 578 1
210 109 9
993 400 7
97 144 2
567 278 7
360 165 10
889 963 7
932 258 10
216 37 10
594 407 10
973 911 5
237 495 5
230 113 4
696 165 5
718 101 10
548 149 6
473 621 3
834 623 9
938 356 5
973 822 10
541 315 7
243 470 8
600 565 9
983 73 2
465 298 3
678 687 5
943 298 7
201 980 3
606 790 7
578 864 6
646 510 5
808 769 7
549 522 3
440 534 5
547 361 1
414 252 3
628 655 6
32 51 6
468 291 8
915 60 3
59 872 2
807 711 9
815 169 5
348 155 8
841 514 10
985 858 9
441 160 7
140 118 7
887 291 1
444 800 3
216 569 2
310 243 4
791 185 10
135 16 10
459 888 6
719 932 4
58 23 8
348 731 9
292 562 3
123 986 3
707 102 5
72 241 5
954 37 9
92 883 8
365 555 8
738 837 2
695 292 8
706 147 1
515 942 5
175 508 4
905 962 1
103 538 10
256 439 8
217 656 8
881 800 9
449 414 9
727 402 9
48 126 5
975 427 1
107 709 8
815 795 8
367 2 5
851 928 2
336 813 6
660 236 8
797 460 8
147 978 1
192 109 6
580 669 7
648 4 10
177 120 1
67 804 4
402 171 4
626 755 3
167 698 5
829 807 5
145 73 3
89 638 7
718 712 8
720 242 5
964 666 5
404 864 9
668 205 6
681 756 9
607 804 7
36 367 5
590 939 6
152 476 3
350 869 4
461 569 4
994 286 3
344 172 6
558 474 6
953 180 1
833 924 8
924 677 6
657 40 8
880 210 3
825 568 1
815 309 7
926 913 9
609 695 3
432 859 7
511 863 2
79 914 5
966 363 2
107 960 10
845 850 7
848 525 10
108 276 10
39 567 9
910 6 10
685 832 3
647 236 5
429 369 1
633 93 5
976 198 10
406 708 6
821 706 1
282 749 4
881 922 5
119 431 9
262 78 4
464 639 7
531 116 7
663 454 4
537 912 7
421 99 9
669 810 5
609 427 7
957 280 7
551 922 2
162 246 2
487 941 7
256 958 2
838 968 2
100 517 5
402 781 2
478 482 8
873 750 3
958 417 10
97 563 1
280 654 5
755 463 5
435 341 4
58 714 7
228 469 10
773 806 8
999 586 8
851 664 9
6 669 6
761 807 5
899 474 10
178 957 6
29 86 2
373 153 10
696 460 6
630 847 6
321 167 4
524 473 7
872 975 7
734 622 1
503 57 10
759 274 7
694 203 10
558 332 7
274 246 2
962 932 4
450 573 8
807 201 5
903 851 10
554 302 2
941 371 10
201 829 10
457 130 2
500 932 7
54 370 1
754 307 3
201 913 9
263 932 6
826 484 2
818 934 4
22 324 6
447 493 10
60 988 6
129 899 3
465 807 4
856 843 1
778 661 1
182 576 2
971 627 3
578 401 8
305 829 6
225 687 3
44 217 3
584 233 5
903 766 5
864 708 10
557 975 9
304 78 2
163 377 10
87 226 1
359 957 5
260 323 1
345 825 7
643 672 7
573 561 9
870 569 9
807 998 5
650 852 3
481 173 9
663 133 5
205 362 9
803 753 4
933 964 10
320 568 6
84 32 7
654 774 3
521 213 3
593 400 9
907 313 5
834 308 9
64 215 9
696 10 9
846 653 1
611 281 9
877 224 2
637 63 7
140 973 1
271 708 8
401 758 8
895 990 6
839 393 8
979 823 1
379 874 10
687 330 5
958 964 7
317 187 9
427 818 8
541 207 4
318 222 8
885 181 2
910 290 2
347 501 3
846 949 7
133 844 6
57 352 10
735 220 9
138 451 9
326 758 7
54 337 4
596 216 2
599 541 7
361 402 2
24 288 8
124 561 1
766 970 3
295 273 5
382 200 7
590 860 5
155 175 6
445 614 7
165 571 3
841 63 2
779 63 1
974 543 5
725 833 9
732 389 2
645 689 6
84 808 9
863 631 6
900 443 5
140 309 1
228 540 1
810 390 1
3 840 2
66 679 1
269 521 10
360 789 10
886 262 3
841 637 6
534 138 8
632 970 7
944 819 1
359 49 8
185 142 10
627 113 5
936 654 3
931 626 10
449 875 8
811 688 8
521 562 6
64 559 1
860 579 9
938 655 1
53 440 3
177 864 8
532 441 9
730 95 7
171 504 6
27 81 3
129 220 9
577 555 10
367 330 9
942 825 5
885 507 2
85 5 3
562 197 7
964 932 10
273 639 1
764 829 8
803 59 4
840 519 8
384 66 5
882 645 8
112 749 8
272 261 2
947 668 2
959 461 2
650 643 6
461 626 2
126 846 3
631 767 10
183 898 3
632 455 7
89 586 3
400 535 10
939 664 5
721 130 6
458 363 10
975 195 2
529 703 5
29 163 9
137 457 4
691 717 10
735 512 6
19 73 9
79 131 8
742 353 9
297 755 7
510 30 10
750 866 5
362 443 1
316 473 6
157 737 4
21 619 9
922 653 2
465 472 6
162 472 5
648 969 2
128 968 5
803 640 2
671 519 4
836 600 5
412 873 4
960 680 6
543 315 7
585 638 9
182 171 9
385 511 6
364 778 9
533 673 8
486 321 3
931 839 6
182 18 7
602 53 3
774 142 9
484 765 1
208 160 8
924 615 4
752 16 2
746 302 6
69 700 10
120 586 5
15 557 4
413 516 4
916 362 2
269 642 6
277 821 4
758 24 4
124 70 10
869 395 5
119 237 8
166 389 4
886 693 4
242 935 10
700 269 10
129 102 6
201 276 2
433 152 2
214 245 2
393 61 6
489 255 7
554 285 1
432 667 7
759 138 5
842 757 2
499 152 5
199 661 10
781 598 6
307 48 8
219 581 4
634 166 1
35 130 2
162 584 2
31 438 5
889 334 1
506 403 4
788 46 4
446 565 9
931 754 1
806 766 2
769 107 1
559 650 2
897 291 4
967 330 4
734 141 8
868 308 6
414 98 9
622 95 3
45 215 1
535 693 3
901 783 6
256 535 1
699 77 6
170 255 7
45 102 2
710 402 6
866 559 4
1000 178 2
954 721 3
128 964 1
252 875 4
612 442 3
706 529 1
596 209 8
129 112 9
844 383 3
190 702 2
898 4 3
617 587 4
795 75 8
51 314 6
592 414 4
147 33 7
34 77 3
871 395 1
230 568 4
843 615 10
690 620 5
932 960 3
300 754 4
548 670 8
926 358 5
19 843 8
764 111 8
387 220 2
537 828 5
627 313 1
869 108 3
4 709 3
444 33 8
390 494 7
126 572 9
608 974 9
511 103 8
113 278 1
624 645 5
205 508 2
186 617 6
919 729 8
724 941 2
297 532 6
886 578 8
786 770 7
654 892 7
523 232 1
999 551 1
12 624 10
960 922 6
488 129 10
558 689 6
361 225 1
29 986 6
345 176 5
637 557 1
12 52 3
414 176 3
704 915 10
101 401 2
679 192 10
696 388 10
959 386 10
529 363 4
630 539 9
275 63 8
961 816 3
959 224 5
79 832 7
294 614 5
356 505 9
426 481 10
683 704 3
173 381 2
520 958 8
475 407 8
712 810 10
922 85 5
388 48 6
242 431 6
511 894 10
947 362 1
380 952 6
422 471 5
836 485 7
309 944 2
959 459 6
462 872 4
54 937 9
694 708 1
600 461 9
348 168 7
928 47 10
758 710 9
1 239 10
50 921 7
228 292 10
91 239 10
385 768 2
259 425 6
937 987 7
948 72 1
327 894 2
5 378 2
284 966 1
808 271 1
804 47 10
922 631 4
730 185 6
484 470 7
111 470 8
206 508 3
868 898 1
636 490 9
409 54 4
492 698 6
344 37 8
289 602 6
819 132 9
375 349 4
481 635 7
83 973 9
121 59 1
793 630 3
148 802 6
630 649 4
264 747 9
208 82 6
618 440 1
766 329 9
110 593 4
788 144 10
540 692 4
937 14 3
103 77 1
789 671 4
150 518 6
320 741 2
760 395 2
699 622 6
320 562 5
763 613 4
360 914 5
30 743 3
17 260 8
150 536 8
40 800 5
974 174 7
600 816 3
455 978 8
21 166 10
365 527 7
519 317 6
859 905 3
684 691 1
658 29 4
546 877 10
788 458 9
207 114 9
386 557 6
509 106 7
544 485 9
501 389 8
899 168 9
953 87 6
808 34 7
858 10 10
980 200 10
193 330 9
772 527 5
32 861 5
828 571 10
137 393 1
386 56 9
852 258 2
295 157 8
735 857 10
476 120 3
1000 110 2
986 405 8
91 687 4
772 86 1
381 574 2
917 810 7
438 312 4
122 158 7
422 304 6
472 239 5
334 84 1
707 192 5
31 951 2
807 255 2
47 926 8
426 611 5
539 45 7
914 487 8
82 303 2
736 146 5
313 428 2
299 207 3
807 619 8
731 251 1
596 919 8
24 527 3
408 115 9
550 253 2
940 33 6
414 657 4
806 788 7
92 677 8
848 61 3
297 993 9
52 812 6
784 988 3
17 797 4
206 228 9
735 186 4
75 926 7
484 387 9
632 647 4
610 189 10
212 309 9
64 46 10
28 715 3
337 984 7
226 832 4
506 953 5
334 699 10
822 806 7
407 418 3
23 92 5
243 13 2
822 23 4
305 603 5
576 391 2
981 242 2
476 517 9
105 688 9
500 199 3
852 861 1
7 212 4
142 746 10
206 914 9
410 616 10
812 515 8
228 653 1
366 202 1
311 392 6
653 97 8
42 886 7
641 801 7
184 909 1
276 432 8
383 892 9
153 333 9
139 27 3
104 16 1
992 367 5
791 651 2
560 876 5
382 573 5
517 807 10
480 714 3
366 130 1
908 520 5
646 481 6
134 856 9
123 446 4
94 818 2
966 841 4
463 213 2
669 823 1
646 401 5
931 205 2
249 352 5
794 633 7
923 204 10
279 820 3
844 745 4
374 611 10
97 586 4
756 7 1
734 852 6
294 711 10
433 650 1
146 85 4
845 335 8
749 916 2
694 574 4
301 707 2
850 538 7
4 203 8
105 761 3
844 640 5
555 666 10
87 691 2
968 334 2
214 676 7
416 238 10
386 544 4
151 16 9
613 537 9
747 716 8
492 594 6
684 847 4
877 532 4
446 874 1
782 305 1
24 920 4
966 87 7
38 282 7
94 882 4
763 327 7
320 671 5
870 161 6
408 923 6
147 602 10
743 526 2
21 617 5
357 182 2
748 263 3
432 642 9
876 422 3
620 885 9
154 498 1
182 912 1
610 834 1
804 49 6
617 285 2
633 157 7
763 10 4
546 456 6
825 922 6
860 558 7
871 863 9
771 493 10
165 660 4
953 889 3
664 620 2
656 150 2
801 719 3
602 265 10
12 166 5
206 776 5
772 476 1
617 945 4
263 930 9
64 710 3
137 104 4
266 961 3
815 588 6
364 219 8
786 752 10
885 280 9
690 778 4
716 749 4
347 516 10
92 173 3
709 318 2
768 613 8
434 211 4
382 496 1
841 103 7
194 45 9
968 353 9
910 752 2
505 814 8
203 426 7
592 905 7
168 27 10
792 742 5
176 205 4
215 743 1
478 481 10
525 729 4
748 249 1
171 661 9
827 564 10
595 983 9
902 394 6
877 560 7
444 502 7
114 442 5
437 592 9
482 483 9
351 106 3
993 154 8
95 710 1
676 992 2
120 97 8
875 548 4
401 594 5
594 91 7
656 629 4
792 786 10
807 405 7
250 303 1
483 200 1
34 563 2
506 154 6
665 300 3
244 857 9
606 462 5
367 107 7
190 643 2
279 228 9
121 600 1
666 176 10
112 392 8
948 534 7
478 873 10
246 628 1
838 441 9
710 483 7
143 558 4
843 429 10
632 656 8
773 169 9
947 9 9
856 415 10
442 90 6
649 335 1
904 658 3
411 462 2
423 952 8
919 939 8
888 100 2
838 88 5
706 469 4
747 477 10
407 924 1
528 332 4
81 678 1
797 695 10
270 333 3
664 562 1
297 827 9
721 490 3
10 293 6
787 804 3
737 89 4
825 461 1
819 712 5
22 422 5
178 126 5
404 667 4
889 942 10
838 554 6
869 904 4
823 578 3
807 240 9
701 68 2
265 341 4
592 206 1
184 514 6
951 399 6
97 133 10
468 429 5
102 4 10
112 637 2
395 727 1
821 594 3
891 456 10
105 19 3
104 172 5
1000 672 4
304 886 3
895 921 3
23 823 4
605 487 5
106 297 10
773 170 4
266 299 7
523 666 5
83 986 7
434 86 1
849 360 6
751 416 7
500 426 1
13 461 10
780 602 7
799 566 3
580 764 10
150 843 3
673 126 9
873 324 5
854 241 6
184 196 3
843 988 9
161 925 4
456 874 4
121 581 6
118 670 3
509 375 3
927 938 5
836 469 9
955 825 3
187 121 5
356 806 5
963 294 4
39 111 2
567 479 1
750 646 9
609 883 7
104 957 4
871 135 10
806 765 10
956 353 4
495 593 9
560 93 2
220 654 3
666 321 10
678 22 7
105 461 5
638 667 1
23 13 6
22 812 3
693 52 6
746 861 4
522 188 3
183 575 6
760 151 10
901 514 5
136 360 1
89 273 3
216 86 8
308 752 10
363 506 10
619 412 2
652 56 2
942 796 4
702 530 9
446 970 7
968 306 1
867 742 9
720 748 3
768 537 7
471 440 8
552 884 9
327 515 6
821 541 10
67 277 4
782 433 8
929 983 6
919 916 7
760 414 5
216 932 8
589 789 8
435 726 10
419 778 10
953 604 2
621 952 6
977 65 7
253 520 9
106 952 3
369 954 9
849 184 1
293 619 1
297 350 8
829 20 9
536 666 3
457 594 10
533 928 3
653 969 4
461 979 4
129 355 10
353 895 5
901 281 3
804 600 5
477 666 8
912 592 4
629 860 4
833 842 7
699 223 5
668 362 6
226 919 1
990 348 8
963 737 4
270 827 3
866 208 2
815 855 9
425 509 2
547 136 8
542 618 8
707 162 4
630 362 6
574 441 1
775 997 6
895 618 9
822 107 2
239 917 6
799 317 10
915 814 4
877 780 8
610 970 10
275 544 6
953 26 1
747 435 6
588 877 6
114 142 10
466 536 7
322 505 9
7 165 6
664 991 7
816 574 5
898 325 7
531 104 6
956 146 8
424 286 9
666 872 2
705 708 2
920 751 3
453 932 4
198 418 1
731 769 5
18 249 3
981 256 3
638 386 9
30 591 9
14 346 10
641 1000 2
236 597 9
504 858 8
132 22 7
328 941 8
923 112 9
428 159 9
34 251 1
907 411 2
151 332 1
977 803 1
257 10 4
19 705 6
603 287 1
443 608 5
383 178 1
262 874 1
87 35 3
100 979 6
330 841 7
523 549 8
848 642 10
352 493 1
773 979 9
783 501 9
810 650 8
362 28 10
144 157 4
902 825 8
80 758 4
979 922 6
14 749 8
311 489 5
835 601 1
976 857 5
655 449 4
4 549 5
621 42 3
794 642 10
972 327 1
864 957 6
526 34 2
86 756 3
182 639 3
849 220 8
539 464 9
796 406 8
856 107 8
797 242 6
41 169 6
839 455 8
110 672 5
507 158 1
112 839 9
611 719 9
612 95 4
41 76 10
513 896 2
670 530 1
140 394 1
768 741 4
759 623 6
958 978 5
567 871 4
848 998 4
366 22 9
247 469 6
260 735 8
825 541 3
973 243 2
406 975 6
561 949 7
673 392 7
493 27 6
873 528 6
612 788 5
26 443 3
911 810 10
526 713 8
117 231 5
596 65 4
922 316 7
636 482 1
861 71 4
505 315 8
642 375 6
574 30 6
651 24 3
963 198 3
710 789 8
541 48 6
473 773 4
944 960 2
566 904 10
698 799 4
141 938 6
553 809 2
281 999 2
916 872 3
243 506 6
95 382 6
971 552 8
953 944 4
395 875 8
533 210 1
934 340 6
543 359 3
885 301 3
9 988 8
163 219 2
965 828 6
736 679 4
898 964 3
524 752 2
751 565 8
390 765 2
995 472 5
636 32 8
777 72 1
603 710 1
700 750 7
724 968 4
365 441 2
750 897 10
226 1 4
335 472 5
837 541 5
991 725 1
293 468 2
677 338 2
485 688 5
781 877 6
946 378 6
881 900 4
497 314 6
717 935 5
800 782 5
961 600 1
953 749 7
352 868 4
355 500 2
24 32 8
624 501 1
636 918 5
62 676 4
349 310 10
930 375 7
833 396 8
466 310 1
4 848 4
217 569 9
916 543 9
837 496 1
253 471 1
78 935 7
221 175 1
816 751 3
812 634 2
375 35 9
942 325 6
586 671 9
807 84 4
572 287 9
287 421 5
143 224 10
223 24 4
170 699 6
63 467 8
854 596 1
176 563 3
690 615 6
401 430 6
288 765 3
783 438 5
640 7 9
742 328 3
756 676 5
751 686 3
626 886 3
983 463 10
885 57 8
58 19 10
343 93 1
939 996 8
376 98 8
488 237 10
574 861 2
988 425 2
429 678 3
233 316 1
924 359 8
556 925 1
635 758 3
397 604 5
268 987 5
403 397 7
487 153 7
787 78 8
776 860 6
619 440 6
488 740 4
63 585 3
574 581 9
215 614 4
446 642 9
717 768 3
942 500 1
569 454 9
103 703 1
775 838 10
869 778 2
104 983 7
417 311 3
44 973 3
250 181 6
759 28 6
952 723 10
593 285 3
937 374 7
363 459 5
553 526 9
134 740 4
852 34 5
453 918 4
667 323 4
125 345 6
797 487 10
190 715 5
844 309 5
38 789 9
537 985 9
376 569 10
522 696 7
590 144 2
234 511 8
197 932 3
75 17 8
778 220 5
637 422 2
567 896 7
735 321 10
69 504 5
367 15 10
829 888 7
154 130 5
147 701 7
204 678 10
925 416 9
323 758 6
713 971 10
953 351 8
72 73 10
402 639 9
909 200 8
804 252 8
325 174 9
484 738 7
566 326 10
580 906 4
789 91 7
191 592 5
343 797 5
667 860 4
220 415 1
999 284 5
328 355 8
594 174 1
252 467 8
410 402 4
787 641 3
835 223 4
231 351 10
693 848 3
830 766 7
166 743 1
743 995 2
76 526 2
867 169 6
20 282 6
90 474 9
206 350 9
489 26 2
293 300 3
796 957 5
873 415 3
580 760 1
47 492 8
572 778 10
843 849 9
858 168 5
792 754 1
119 479 1
984 326 7
792 264 9
447 680 2
46 284 3
550 441 2
367 479 6
862 18 3
733 249 5
599 543 4
948 583 10
882 621 6
843 426 2
384 664 9
126 245 6
416 412 4
962 953 5
999 385 6
627 584 9
354 988 3
171 546 6
808 87 9
280 749 8
700 811 3
773 151 6
811 591 6
26 802 4
535 818 1
489 225 6
710 222 4
245 678 6
215 923 8
671 937 6
829 360 5
306 710 8
61 742 9
892 850 4
782 161 9
904 565 5
644 23 9
94 354 8
948 185 9
189 442 9
12 559 3
133 128 9
328 984 10
257 769 3
1 737 3
719 862 1
122 346 7
378 820 10
241 835 2
197 97 8
711 668 6
116 830 9
456 279 9
343 240 10
111 30 2
746 209 7
12 89 9
998 884 6
200 887 1
594 842 5
978 573 8
451 343 1
609 741 3
40 85 7
101 828 4
88 70 1
327 351 5
568 61 10
179 593 1
249 871 2
868 612 3
